,issue_key,author_key,status,start_date,end_date,calendar_duration,working_duration,task_cost
1932,PYTHON-2348,alexander.golin,Needs Triage,2020-08-17 22:09:17,2020-08-28 18:46:22,938225.0,0.0,0.0
1933,PYTHON-2348,shane.harvey,Open,2020-08-17 22:09:17,2021-05-13 23:48:42,23247565.0,0.0,0.0
1934,PYTHON-2347,shane.harvey,Needs Triage,2020-08-17 17:02:32,2020-08-17 18:01:12,3520.0,0.0,0.0
1935,PYTHON-2346,prashant.mital,Needs Triage,2020-08-16 07:15:38,2020-08-18 18:18:02,212544.0,0.0,0.0
1936,PYTHON-2346,shreybatra97@gmail.com,Waiting for Reporter,2020-08-16 07:15:38,2020-08-18 18:39:20,213822.0,0.0,0.0
1937,PYTHON-2346,prashant.mital,Investigating,2020-08-16 07:15:38,2020-08-20 20:59:15,395017.0,0.0,0.0
1938,PYTHON-2345,alexander.golin,Needs Triage,2020-08-14 23:41:08,2020-08-28 18:42:58,1191710.0,0.0,0.0
1939,PYTHON-2345,shane.harvey,Open,2020-08-14 23:41:08,2020-09-15 17:57:43,2744195.0,0.0,0.0
1940,PYTHON-119,mike,Open,2010-04-20 18:17:51,2010-04-20 18:27:53,602.0,0.0,0.0
1941,PYTHON-2345,shane.harvey,In Progress,2020-08-14 23:41:08,2020-09-16 00:15:20,2766852.0,25169.903366802446,13.983279648223581
1942,PYTHON-2345,shane.harvey,In Code Review,2020-08-14 23:41:08,2020-09-17 21:05:40,2928272.0,0.0,0.0
1943,PYTHON-2344,shane.harvey,Needs Triage,2020-08-13 21:20:16,2020-08-18 22:37:58,436662.0,0.0,0.0
1944,PYTHON-2344,shane.harvey,Open,2020-08-13 21:20:16,2020-10-02 19:01:45,4311689.0,0.0,0.0
1945,PYTHON-2344,shane.harvey,Scheduled,2020-08-13 21:20:16,2020-10-16 00:06:40,5453184.0,0.0,0.0
1946,PYTHON-2344,shane.harvey,In Progress,2020-08-13 21:20:16,2020-10-16 00:17:29,5453833.0,48568.42785641811,26.982459920232284
1947,PYTHON-2344,shane.harvey,In Code Review,2020-08-13 21:20:16,2020-10-19 22:23:46,5792610.0,0.0,0.0
1948,PYTHON-2343,shane.harvey,Needs Triage,2020-08-11 17:22:35,2020-08-11 18:34:50,4335.0,0.0,0.0
1949,PYTHON-2343,JIRAUSER1255466,Waiting for Reporter,2020-08-11 17:22:35,2020-08-11 19:10:26,6471.0,0.0,0.0
1950,PYTHON-2343,shane.harvey,Investigating,2020-08-11 17:22:35,2020-08-12 00:18:38,24963.0,0.0,0.0
1951,PYTHON-2342,alexander.golin,Needs Triage,2020-08-11 14:17:19,2020-08-17 20:16:59,539980.0,0.0,0.0
1952,PYTHON-2342,shane.harvey,Scheduled,2020-08-11 14:17:19,2020-09-26 00:11:31,3923652.0,0.0,0.0
1953,PYTHON-2342,shane.harvey,Investigating,2020-08-11 14:17:19,2020-09-28 21:59:31,4174932.0,0.0,0.0
1954,PYTHON-2342,shane.harvey,In Code Review,2020-08-11 14:17:19,2020-10-02 18:31:48,4508069.0,0.0,0.0
1955,PYTHON-2341,alexander.golin,Needs Triage,2020-08-07 21:45:54,2020-08-10 20:07:46,253312.0,0.0,0.0
1956,PYTHON-2341,behackett,Open,2020-08-07 21:45:54,2021-02-24 02:14:50,17296136.0,0.0,0.0
1957,PYTHON-2341,behackett,In Progress,2020-08-07 21:45:54,2021-03-04 15:19:13,18034399.0,836828.2461038961,464.90458116883116
1958,PYTHON-2340,alexander.golin,Needs Triage,2020-08-06 17:49:05,2020-08-10 20:06:50,353865.0,0.0,0.0
1959,PYTHON-2339,alexander.golin,Needs Triage,2020-07-31 16:16:42,2020-08-03 20:19:56,273794.0,0.0,0.0
1960,PYTHON-2339,shane.harvey,Open,2020-07-31 16:16:42,2020-08-13 23:58:06,1150884.0,0.0,0.0
1961,PYTHON-2339,shane.harvey,In Progress,2020-07-31 16:16:42,2020-08-14 00:24:36,1152474.0,11246.6,6.248111111111111
1962,PYTHON-2339,shane.harvey,In Code Review,2020-07-31 16:16:42,2020-08-14 23:42:03,1236321.0,0.0,0.0
1963,PYTHON-2338,shane.harvey,Needs Triage,2020-07-30 16:44:47,2020-07-30 19:32:11,10044.0,0.0,0.0
1964,PYTHON-2334,shane.harvey,Needs Triage,2020-07-28 20:57:01,2020-07-28 21:43:44,2803.0,0.0,0.0
1965,PYTHON-2334,shane.harvey,In Code Review,2020-07-28 20:57:01,2020-07-30 01:08:51,101510.0,0.0,0.0
1966,PYTHON-2332,shane.harvey,Needs Triage,2020-07-28 00:28:43,2020-07-29 01:48:56,91213.0,0.0,0.0
1967,PYTHON-2332,alexander.golin,Investigating,2020-07-28 00:28:43,2020-08-10 20:09:03,1194020.0,0.0,0.0
1968,PYTHON-2332,shane.harvey,Open,2020-07-28 00:28:43,2020-08-11 23:40:41,1293118.0,0.0,0.0
1969,PYTHON-2332,shane.harvey,In Code Review,2020-07-28 00:28:43,2020-08-13 01:36:09,1386446.0,0.0,0.0
1970,PYTHON-2331,shane.harvey,Needs Triage,2020-07-23 00:17:55,2020-07-23 00:25:52,477.0,0.0,0.0
1971,PYTHON-2331,shane.harvey,In Code Review,2020-07-23 00:17:55,2020-07-27 18:27:17,410962.0,0.0,0.0
1972,PYTHON-2329,alexander.golin,Needs Triage,2020-07-20 16:52:39,2020-07-27 20:12:47,616808.0,0.0,0.0
1973,PYTHON-2328,alexander.golin,Needs Triage,2020-07-18 00:46:46,2020-07-20 20:17:48,243062.0,0.0,0.0
1974,PYTHON-2328,shane.harvey,Scheduled,2020-07-18 00:46:46,2020-07-20 22:39:51,251585.0,0.0,0.0
1975,PYTHON-2328,shane.harvey,In Progress,2020-07-18 00:46:46,2020-07-23 00:40:57,431651.0,3563.8419354838707,1.979912186379928
1976,PYTHON-2328,shane.harvey,In Code Review,2020-07-18 00:46:46,2020-07-27 20:27:39,848453.0,0.0,0.0
1977,PYTHON-2327,alexander.golin,Needs Triage,2020-07-17 01:22:38,2020-07-20 20:17:05,327267.0,0.0,0.0
1978,PYTHON-2326,alexander.golin,Needs Triage,2020-07-17 01:19:53,2020-07-20 20:16:17,327384.0,0.0,0.0
1979,PYTHON-2326,alexander.golin,Investigating,2020-07-17 01:19:53,2020-08-10 20:08:46,2141333.0,0.0,0.0
1980,PYTHON-2325,alexander.golin,Needs Triage,2020-07-17 01:08:03,2020-07-20 20:15:43,328060.0,0.0,0.0
1981,PYTHON-2325,shane.harvey,In Code Review,2020-07-17 01:08:03,2020-08-03 21:22:51,1541688.0,0.0,0.0
1982,PYTHON-2324,alexander.golin,Needs Triage,2020-07-17 01:04:57,2020-07-20 20:15:27,328230.0,0.0,0.0
1983,PYTHON-2323,alexander.golin,Needs Triage,2020-07-17 00:53:12,2020-07-20 20:13:02,328790.0,0.0,0.0
1984,PYTHON-2322,alexander.golin,Needs Triage,2020-07-17 00:44:10,2020-07-20 20:11:36,329246.0,0.0,0.0
1985,PYTHON-2320,shane.harvey,Needs Triage,2020-07-15 01:04:03,2020-07-15 02:10:46,4003.0,0.0,0.0
1986,PYTHON-2320,shane.harvey,In Code Review,2020-07-15 01:04:03,2020-07-15 16:38:23,56060.0,0.0,0.0
1987,PYTHON-2319,alexander.golin,Needs Triage,2020-07-15 00:08:24,2020-07-15 16:47:45,59961.0,0.0,0.0
1988,PYTHON-2319,shane.harvey,Open,2020-07-15 00:08:24,2020-10-01 21:09:03,6814839.0,0.0,0.0
1989,PYTHON-2318,alexander.golin,Needs Triage,2020-07-14 01:57:13,2020-07-15 16:47:29,139816.0,0.0,0.0
1990,PYTHON-2318,alexander.golin,Open,2020-07-14 01:57:13,2020-08-10 20:29:14,2399521.0,0.0,0.0
1991,PYTHON-2318,prashant.mital,Scheduled,2020-07-14 01:57:13,2020-10-02 18:31:03,6971630.0,0.0,0.0
1992,PYTHON-2318,prashant.mital,In Progress,2020-07-14 01:57:13,2020-10-07 23:36:49,7421976.0,368873.2619047619,204.92958994708994
1993,PYTHON-2318,prashant.mital,In Code Review,2020-07-14 01:57:13,2020-12-03 18:24:58,12328065.0,0.0,0.0
1994,PYTHON-2318,prashant.mital,In Progress,2020-07-14 01:57:13,2020-12-17 21:58:31,13550478.0,368873.2619047619,204.92958994708994
1995,PYTHON-2317,shane.harvey,Needs Triage,2020-07-13 14:07:28,2020-07-14 19:54:31,107223.0,0.0,0.0
1996,PYTHON-2315,prashant.mital,Needs Triage,2020-07-09 23:36:21,2020-07-10 00:45:45,4164.0,0.0,0.0
1997,PYTHON-2315,prashant.mital,In Progress,2020-07-09 23:36:21,2020-07-10 01:12:29,5768.0,0.0,0.0
1998,PYTHON-2315,prashant.mital,In Code Review,2020-07-09 23:36:21,2020-07-13 18:03:57,325656.0,0.0,0.0
1999,PYTHON-2314,alexander.golin,Needs Triage,2020-07-09 22:50:55,2020-07-15 16:46:53,496558.0,0.0,0.0
2000,PYTHON-2314,shane.harvey,Open,2020-07-09 22:50:55,2021-10-27 15:38:58,41014083.0,0.0,0.0
2001,PYTHON-2313,alexander.golin,Needs Triage,2020-07-09 18:37:40,2020-07-15 16:46:17,511717.0,0.0,0.0
2002,PYTHON-2313,shane.harvey,Open,2020-07-09 18:37:40,2021-10-27 17:00:44,41034184.0,0.0,0.0
2003,PYTHON-2312,prashant.mital,Needs Triage,2020-07-09 10:26:51,2020-07-09 22:30:26,43415.0,0.0,0.0
2004,PYTHON-2312,prashant.mital,Investigating,2020-07-09 10:26:51,2020-07-10 00:35:15,50904.0,0.0,0.0
2005,PYTHON-2312,prashant.mital,Waiting for Reporter,2020-07-09 10:26:51,2020-07-10 00:36:11,50960.0,0.0,0.0
2006,PYTHON-2312,prashant.mital,Investigating,2020-07-09 10:26:51,2020-07-10 00:37:05,51014.0,0.0,0.0
2007,PYTHON-2312,JIRAUSER1254051,Waiting for Reporter,2020-07-09 10:26:51,2020-07-11 09:54:26,170855.0,0.0,0.0
2008,PYTHON-2312,prashant.mital,Investigating,2020-07-09 10:26:51,2020-07-16 00:50:41,570230.0,0.0,0.0
2009,PYTHON-2312,alexander.golin,Waiting for Reporter,2020-07-09 10:26:51,2020-08-10 20:05:48,2799537.0,0.0,0.0
2010,PYTHON-2311,alexander.golin,Needs Triage,2020-07-09 00:45:01,2020-07-15 16:45:57,576056.0,0.0,0.0
2011,PYTHON-2311,shane.harvey,Open,2020-07-09 00:45:01,2020-07-18 00:41:08,777367.0,0.0,0.0
2012,PYTHON-2311,shane.harvey,In Progress,2020-07-09 00:45:01,2020-07-20 19:20:27,1017326.0,9484.741935483871,5.269301075268817
2013,PYTHON-2311,shane.harvey,In Code Review,2020-07-09 00:45:01,2020-07-22 21:12:27,1196846.0,0.0,0.0
2014,PYTHON-2310,shane.harvey,Needs Triage,2020-07-09 00:19:41,2020-07-09 00:19:51,10.0,0.0,0.0
2015,PYTHON-2310,shane.harvey,Open,2020-07-09 00:19:41,2021-01-14 23:34:25,16413284.0,0.0,0.0
2016,PYTHON-2310,shane.harvey,In Code Review,2020-07-09 00:19:41,2021-01-15 19:29:36,16484995.0,0.0,0.0
2017,PYTHON-2309,alexander.golin,Needs Triage,2020-07-08 05:39:53,2020-07-08 17:15:33,41740.0,0.0,0.0
2018,PYTHON-2309,behackett,Open,2020-07-08 05:39:53,2021-02-04 04:29:59,18226206.0,0.0,0.0
2019,PYTHON-2309,shane.harvey,In Progress,2020-07-08 05:39:53,2021-06-17 17:08:31,29762918.0,2170583.599889524,1205.879777716402
2020,PYTHON-2309,alexander.golin,Open,2020-07-08 05:39:53,2021-08-10 17:12:59,34428786.0,0.0,0.0
2021,PYTHON-2309,prashant.mital,Scheduled,2020-07-08 05:39:53,2021-08-19 17:00:44,35205651.0,0.0,0.0
2022,PYTHON-2309,prashant.mital,In Progress,2020-07-08 05:39:53,2021-08-31 17:09:52,36242999.0,2170583.599889524,1205.879777716402
2023,PYTHON-2309,prashant.mital,Open,2020-07-08 05:39:53,2021-08-31 17:09:59,36243006.0,0.0,0.0
2024,PYTHON-2309,shane.harvey,Scheduled,2020-07-08 05:39:53,2021-09-18 01:10:07,37740614.0,0.0,0.0
2025,PYTHON-2308,alexander.golin,Needs Triage,2020-07-07 13:30:34,2020-07-08 17:12:29,99715.0,0.0,0.0
2026,PYTHON-2308,shane.harvey,Open,2020-07-07 13:30:34,2020-10-02 21:43:49,7546395.0,0.0,0.0
2027,PYTHON-2308,shane.harvey,Scheduled,2020-07-07 13:30:34,2020-10-02 21:46:15,7546541.0,0.0,0.0
2028,PYTHON-2308,shane.harvey,In Progress,2020-07-07 13:30:34,2020-10-06 21:12:27,7890113.0,74395.6341570838,41.330907865046555
2029,PYTHON-2308,shane.harvey,In Code Review,2020-07-07 13:30:34,2020-10-08 17:14:23,8048629.0,0.0,0.0
2030,PYTHON-2307,alexander.golin,Needs Triage,2020-07-02 23:01:36,2020-07-08 17:12:05,497429.0,0.0,0.0
2031,PYTHON-2306,alexander.golin,Needs Triage,2020-07-02 21:41:02,2020-07-08 17:11:22,502220.0,0.0,0.0
2032,PYTHON-2306,prashant.mital,Open,2020-07-02 21:41:02,2020-07-17 01:18:47,1222665.0,0.0,0.0
2033,PYTHON-2305,prashant.mital,Needs Triage,2020-07-02 05:22:32,2020-07-08 04:29:55,515243.0,0.0,0.0
2034,PYTHON-2305,prashant.mital,In Code Review,2020-07-02 05:22:32,2020-07-08 21:51:42,577750.0,0.0,0.0
2035,PYTHON-2304,alexander.golin,Needs Triage,2020-07-02 04:45:27,2020-07-08 17:10:44,563117.0,0.0,0.0
2036,PYTHON-2304,shane.harvey,Open,2020-07-02 04:45:27,2020-07-23 00:40:48,1799721.0,0.0,0.0
2037,PYTHON-2304,shane.harvey,In Code Review,2020-07-02 04:45:27,2020-07-27 20:27:45,2216538.0,0.0,0.0
2038,PYTHON-2303,alexander.golin,Needs Triage,2020-07-02 01:06:00,2020-07-08 17:10:05,576245.0,0.0,0.0
2039,PYTHON-2302,alexander.golin,Needs Triage,2020-06-26 21:21:19,2020-06-29 20:09:59,254920.0,0.0,0.0
2040,PYTHON-2302,prashant.mital,Open,2020-06-26 21:21:19,2020-07-07 21:45:30,951851.0,0.0,0.0
2041,PYTHON-2302,prashant.mital,In Progress,2020-06-26 21:21:19,2020-07-07 22:18:08,953809.0,28000.0,15.555555555555555
2042,PYTHON-2302,prashant.mital,Open,2020-06-26 21:21:19,2020-07-10 00:08:12,1133213.0,0.0,0.0
2043,PYTHON-2301,alexander.golin,Needs Triage,2020-06-24 19:17:34,2020-06-29 20:09:37,435123.0,0.0,0.0
2044,PYTHON-2301,shane.harvey,Open,2020-06-24 19:17:34,2021-04-23 23:43:57,26195183.0,0.0,0.0
2045,PYTHON-2301,shane.harvey,In Progress,2020-06-24 19:17:34,2021-04-26 21:00:05,26444551.0,259821.15383521453,144.34508546400806
2046,PYTHON-2301,shane.harvey,In Code Review,2020-06-24 19:17:34,2021-04-28 19:43:26,26612752.0,0.0,0.0
2047,PYTHON-2299,alexander.golin,Needs Triage,2020-06-18 19:50:23,2020-06-22 20:15:34,347111.0,0.0,0.0
2048,PYTHON-2299,prashant.mital,Scheduled,2020-06-18 19:50:23,2020-07-08 20:57:45,1732042.0,0.0,0.0
2049,PYTHON-2299,shane.harvey,In Code Review,2020-06-18 19:50:23,2020-07-08 21:03:01,1732358.0,0.0,0.0
2050,PYTHON-2298,alexander.golin,Needs Triage,2020-06-17 21:36:23,2020-06-22 20:15:07,427124.0,0.0,0.0
2051,PYTHON-2298,shane.harvey,Open,2020-06-17 21:36:23,2020-10-16 20:20:41,10449858.0,0.0,0.0
2052,PYTHON-2298,shane.harvey,In Progress,2020-06-17 21:36:23,2020-10-22 22:52:39,10977376.0,101892.54829955896,56.60697127753275
2053,PYTHON-2297,alexander.golin,Needs Triage,2020-06-16 23:23:50,2020-06-22 20:14:51,507061.0,0.0,0.0
2054,PYTHON-2297,shane.harvey,Scheduled,2020-06-16 23:23:50,2020-06-24 00:49:32,609942.0,0.0,0.0
2055,PYTHON-2297,shane.harvey,In Code Review,2020-06-16 23:23:50,2020-06-24 16:57:17,668007.0,0.0,0.0
2056,PYTHON-2296,shane.harvey,Needs Triage,2020-06-16 23:08:19,2020-06-16 23:41:33,1994.0,0.0,0.0
2057,PYTHON-2296,shane.harvey,Closed,2020-06-16 23:08:19,2020-07-20 19:20:05,2923906.0,0.0,0.0
2058,PYTHON-2296,shane.harvey,Open,2020-06-16 23:08:19,2020-07-20 19:20:11,2923912.0,0.0,0.0
2059,PYTHON-2296,shane.harvey,In Code Review,2020-06-16 23:08:19,2020-07-22 21:12:09,3103430.0,0.0,0.0
2060,PYTHON-2295,shane.harvey,Needs Triage,2020-06-16 20:43:17,2020-06-16 21:57:19,4442.0,0.0,0.0
2061,PYTHON-2295,prashant.mital,Open,2020-06-16 20:43:17,2020-06-18 16:21:02,157065.0,0.0,0.0
2062,PYTHON-2295,prashant.mital,In Progress,2020-06-16 20:43:17,2020-06-26 04:33:02,805785.0,26509.090909090908,14.727272727272727
2063,PYTHON-2295,prashant.mital,In Code Review,2020-06-16 20:43:17,2020-07-07 17:26:44,1802607.0,0.0,0.0
2064,PYTHON-2294,shane.harvey,Needs Triage,2020-06-16 19:28:31,2020-06-16 20:18:05,2974.0,0.0,0.0
2065,PYTHON-2294,shane.harvey,Closed,2020-06-16 19:28:31,2020-07-20 19:21:50,2937199.0,0.0,0.0
2066,PYTHON-2294,shane.harvey,Open,2020-06-16 19:28:31,2020-07-20 19:21:55,2937204.0,0.0,0.0
2067,PYTHON-2294,shane.harvey,In Code Review,2020-06-16 19:28:31,2020-07-22 21:11:56,3116605.0,0.0,0.0
2068,PYTHON-2293,shane.harvey,Needs Triage,2020-06-16 18:01:00,2020-06-16 18:29:49,1729.0,0.0,0.0
2069,PYTHON-2293,shane.harvey,In Progress,2020-06-16 18:01:00,2020-06-16 18:45:19,2659.0,75.97142857142858,0.042206349206349206
2070,PYTHON-2293,shane.harvey,In Code Review,2020-06-16 18:01:00,2020-06-16 22:41:10,16810.0,0.0,0.0
2071,PYTHON-2292,alexander.golin,Needs Triage,2020-06-16 16:34:01,2020-06-22 20:14:06,531605.0,0.0,0.0
2072,PYTHON-2292,prashant.mital,Scheduled,2020-06-16 16:34:01,2020-07-08 05:45:34,1861893.0,0.0,0.0
2073,PYTHON-2292,prashant.mital,In Progress,2020-06-16 16:34:01,2020-07-08 22:01:56,1920475.0,68244.9909090909,37.91388383838384
2074,PYTHON-2292,prashant.mital,In Code Review,2020-06-16 16:34:01,2020-07-08 22:46:00,1923119.0,0.0,0.0
2075,PYTHON-2291,shane.harvey,Needs Triage,2020-06-15 17:49:42,2020-06-15 17:54:15,273.0,0.0,0.0
2076,PYTHON-2290,shane.harvey,Needs Triage,2020-06-15 16:37:30,2020-06-15 17:06:31,1741.0,0.0,0.0
2077,PYTHON-2289,shane.harvey,Needs Triage,2020-06-13 03:52:55,2020-06-15 20:03:26,231031.0,0.0,0.0
2078,PYTHON-2288,shane.harvey,Needs Triage,2020-06-11 16:05:39,2020-06-15 20:18:53,360794.0,0.0,0.0
2079,PYTHON-2288,alexander.golin,Scheduled,2020-06-11 16:05:39,2020-06-29 20:52:17,1572398.0,0.0,0.0
2080,PYTHON-2288,alexander.golin,Open,2020-06-11 16:05:39,2021-07-27 18:19:41,35518442.0,0.0,0.0
2081,PYTHON-2288,prashant.mital,Scheduled,2020-06-11 16:05:39,2021-07-28 23:01:07,35621728.0,0.0,0.0
2082,PYTHON-2288,prashant.mital,In Code Review,2020-06-11 16:05:39,2021-07-29 17:33:11,35688452.0,0.0,0.0
2083,PYTHON-2288,shane.harvey,Closed,2020-06-11 16:05:39,2021-08-06 20:35:17,36390578.0,0.0,0.0
2084,PYTHON-2287,shane.harvey,Needs Triage,2020-06-11 12:55:35,2020-06-15 20:18:24,372169.0,0.0,0.0
2085,PYTHON-2287,shane.harvey,Investigating,2020-06-11 12:55:35,2020-06-24 00:06:38,1077063.0,0.0,0.0
2086,PYTHON-2286,shane.harvey,Needs Triage,2020-06-10 23:44:05,2020-06-15 20:17:49,419624.0,0.0,0.0
2087,PYTHON-2285,prashant.mital,Needs Triage,2020-06-10 23:36:47,2020-06-10 23:40:45,238.0,0.0,0.0
2088,PYTHON-2285,prashant.mital,In Code Review,2020-06-10 23:36:47,2020-06-16 22:15:27,513520.0,0.0,0.0
2089,PYTHON-2284,shane.harvey,Needs Triage,2020-06-10 23:28:41,2020-06-10 23:45:17,996.0,0.0,0.0
2090,PYTHON-2284,shane.harvey,Needs Triage,2020-06-10 23:28:41,2020-06-10 23:45:37,1016.0,0.0,0.0
2091,PYTHON-2283,shane.harvey,Needs Triage,2020-06-10 18:48:24,2020-06-10 22:03:32,11708.0,0.0,0.0
2092,PYTHON-2283,shane.harvey,In Code Review,2020-06-10 18:48:24,2020-06-11 00:10:07,19303.0,0.0,0.0
2093,PYTHON-2282,shane.harvey,Needs Triage,2020-06-10 13:02:02,2020-06-15 20:14:50,457968.0,0.0,0.0
2094,PYTHON-2282,shane.harvey,Scheduled,2020-06-10 13:02:02,2020-07-02 04:27:30,1869928.0,0.0,0.0
2095,PYTHON-2282,shane.harvey,In Code Review,2020-06-10 13:02:02,2020-07-07 22:17:58,2366156.0,0.0,0.0
2096,PYTHON-2281,shane.harvey,Needs Triage,2020-06-10 00:23:50,2020-06-16 21:10:03,593173.0,0.0,0.0
2097,PYTHON-2281,shane.harvey,In Code Review,2020-06-10 00:23:50,2020-06-25 22:32:55,1375745.0,0.0,0.0
2098,PYTHON-2280,shane.harvey,Needs Triage,2020-06-09 22:53:39,2020-06-15 20:06:37,508378.0,0.0,0.0
2099,PYTHON-2280,shane.harvey,Investigating,2020-06-09 22:53:39,2020-06-15 20:07:08,508409.0,0.0,0.0
2100,PYTHON-2280,shane.harvey,Open,2020-06-09 22:53:39,2020-06-16 18:16:02,588143.0,0.0,0.0
2101,PYTHON-2279,shane.harvey,Needs Triage,2020-06-09 16:48:54,2020-06-15 20:07:31,530317.0,0.0,0.0
2102,PYTHON-2279,alexander.golin,Investigating,2020-06-09 16:48:54,2020-06-22 20:13:39,1135485.0,0.0,0.0
2103,PYTHON-2278,shane.harvey,Needs Triage,2020-06-09 16:00:52,2020-06-09 23:23:30,26558.0,0.0,0.0
2104,PYTHON-2278,prashant.mital,Investigating,2020-06-09 16:00:52,2020-06-16 20:28:19,620847.0,0.0,0.0
2105,PYTHON-2278,prashant.mital,In Code Review,2020-06-09 16:00:52,2020-06-16 22:56:10,629718.0,0.0,0.0
2106,PYTHON-2277,shane.harvey,Needs Triage,2020-06-09 04:56:29,2020-06-15 20:03:49,572840.0,0.0,0.0
2107,PYTHON-2277,prashant.mital,Scheduled,2020-06-09 04:56:29,2020-07-08 22:01:45,2567116.0,0.0,0.0
2108,PYTHON-2277,prashant.mital,In Code Review,2020-06-09 04:56:29,2020-07-08 22:46:14,2569785.0,0.0,0.0
2109,PYTHON-2276,connie.chen,Needs Triage,2020-06-08 21:16:34,2020-06-08 21:20:55,261.0,0.0,0.0
2110,PYTHON-2275,alexander.golin,Needs Triage,2020-06-05 22:12:08,2020-06-08 20:16:15,252247.0,0.0,0.0
2111,PYTHON-2275,shane.harvey,Open,2020-06-05 22:12:08,2020-09-02 23:30:28,7694300.0,0.0,0.0
2112,PYTHON-2275,shane.harvey,In Progress,2020-06-05 22:12:08,2020-09-03 00:08:25,7696577.0,71741.85658672787,39.856586992626596
2113,PYTHON-2275,shane.harvey,In Code Review,2020-06-05 22:12:08,2020-09-04 00:00:08,7782480.0,0.0,0.0
2114,PYTHON-2275,alexander.golin,Waiting (Blocked),2020-06-05 22:12:08,2020-10-23 18:44:12,12083524.0,0.0,0.0
2115,PYTHON-2275,alexander.golin,Needs Triage,2020-06-05 22:12:08,2020-11-13 19:19:52,13900064.0,0.0,0.0
2116,PYTHON-2275,shane.harvey,Scheduled,2020-06-05 22:12:08,2020-11-17 00:29:58,14177870.0,0.0,0.0
2117,PYTHON-2275,shane.harvey,In Code Review,2020-06-05 22:12:08,2020-11-18 00:44:57,14265169.0,0.0,0.0
2118,PYTHON-2274,shane.harvey,Needs Triage,2020-06-05 14:19:44,2020-06-05 16:29:53,7809.0,0.0,0.0
2119,PYTHON-2273,alexander.golin,Needs Triage,2020-06-03 23:59:35,2020-06-08 20:09:09,418174.0,0.0,0.0
2120,PYTHON-2273,alexander.golin,Open,2020-06-03 23:59:35,2020-06-29 20:39:15,2234380.0,0.0,0.0
2121,PYTHON-2272,prashant.mital,Needs Triage,2020-06-03 20:32:35,2020-06-03 23:20:56,10101.0,0.0,0.0
2122,PYTHON-2272,prashant.mital,In Progress,2020-06-03 20:32:35,2020-06-26 07:08:40,1938965.0,65171.76868686869,36.20653815937149
2123,PYTHON-2272,prashant.mital,In Code Review,2020-06-03 20:32:35,2020-07-08 05:33:20,2970045.0,0.0,0.0
2124,PYTHON-2272,prashant.mital,Needs Triage,2020-06-03 20:32:35,2020-07-08 05:34:44,2970129.0,0.0,0.0
2125,PYTHON-2271,alexander.golin,Needs Triage,2020-06-02 23:37:44,2020-06-08 20:08:00,505816.0,0.0,0.0
2126,PYTHON-2271,shane.harvey,Open,2020-06-02 23:37:44,2020-07-01 17:52:13,2484869.0,0.0,0.0
2127,PYTHON-2270,shane.harvey,Needs Triage,2020-06-02 19:02:53,2020-06-02 19:08:46,353.0,0.0,0.0
2128,PYTHON-2268,shane.harvey,Needs Triage,2020-06-02 00:57:18,2020-06-02 00:58:03,45.0,0.0,0.0
2129,PYTHON-2268,shane.harvey,In Progress,2020-06-02 00:57:18,2020-06-02 03:05:54,7716.0,818.1818181818181,0.45454545454545453
2130,PYTHON-2268,shane.harvey,In Code Review,2020-06-02 00:57:18,2020-06-04 03:15:36,181098.0,0.0,0.0
2131,PYTHON-2267,shane.harvey,Needs Triage,2020-06-01 19:31:00,2020-06-01 20:20:35,2975.0,0.0,0.0
2132,PYTHON-2266,shane.harvey,Needs Triage,2020-06-01 16:44:01,2020-06-01 20:20:10,12969.0,0.0,0.0
2133,PYTHON-2266,shane.harvey,Scheduled,2020-06-01 16:44:01,2020-06-08 19:20:48,614207.0,0.0,0.0
2134,PYTHON-2266,shane.harvey,In Progress,2020-06-01 16:44:01,2020-06-08 21:12:50,620929.0,5403.813884059786,3.002118824477659
2135,PYTHON-2266,shane.harvey,In Code Review,2020-06-01 16:44:01,2020-06-09 03:08:04,642243.0,0.0,0.0
2136,PYTHON-2264,shane.harvey,Needs Triage,2020-05-28 21:31:33,2020-06-01 20:09:10,340657.0,0.0,0.0
2137,PYTHON-2264,alexander.golin,Open,2020-05-28 21:31:33,2020-12-03 18:16:24,16317891.0,0.0,0.0
2138,PYTHON-2264,alexander.golin,Scheduled,2020-05-28 21:31:33,2020-12-03 18:28:59,16318646.0,0.0,0.0
2139,PYTHON-2263,prashant.mital,Needs Triage,2020-05-28 18:12:35,2020-05-28 18:14:07,92.0,0.0,0.0
2140,PYTHON-2263,prashant.mital,Investigating,2020-05-28 18:12:35,2020-06-08 22:21:50,965355.0,0.0,0.0
2141,PYTHON-2263,prashant.mital,Closed,2020-05-28 18:12:35,2020-06-26 21:50:17,2518662.0,0.0,0.0
2142,PYTHON-2263,alexander.golin,Open,2020-05-28 18:12:35,2020-06-29 20:50:41,2774286.0,0.0,0.0
2143,PYTHON-2263,prashant.mital,Scheduled,2020-05-28 18:12:35,2020-07-08 23:51:55,3562760.0,0.0,0.0
2144,PYTHON-2263,prashant.mital,Open,2020-05-28 18:12:35,2020-07-09 00:29:24,3565009.0,0.0,0.0
2145,PYTHON-2263,prashant.mital,In Progress,2020-05-28 18:12:35,2020-07-10 05:45:40,3670385.0,130859.12582972583,72.69951434984769
